Annotated sentence	Intent	Training
Add [our little corner of the world music from gilmore girls](entity_name) to [my](playlist_owner) [The Funny Thing About Football Is](playlist) playlist.	AddToPlaylist	False
add the current [track](music_item) to [my](playlist_owner) [This Is Tchaikovsky](playlist) playlist	AddToPlaylist	False
Put [abe laboriel](artist) onto the [Escapada](playlist) playlist.	AddToPlaylist	False
add [abacab](entity_name) to [beryl's](playlist_owner) [party on fridays](playlist) playlist	AddToPlaylist	False
Please add this [track](music_item) by [Paul McGuigan](artist) to the [Deep House](playlist) playlist.	AddToPlaylist	False
can you add the current [tune](music_item) to [my](playlist_owner) [Calm before the storm](playlist) playlist	AddToPlaylist	False
Please add [The image of you](entity_name) to [my](playlist_owner) playlist [Crate Diggers Anonymous](playlist)	AddToPlaylist	False
Add a [track](music_item) to [Jazzy Dinner](playlist)	AddToPlaylist	False
Add the [album](music_item) to the [Hipster Soul](playlist) playlist.	AddToPlaylist	False
add this [tune](music_item) to [my](playlist_owner) [Sleepify](playlist) playlist	AddToPlaylist	False
Add [jack white](artist) to [my](playlist_owner) playlist [This Is Shakira](playlist)	AddToPlaylist	False
add [tommy johnson](artist) to [The MetalSucks Playlist](playlist)	AddToPlaylist	False
Add the [chris clark](artist) [tune](music_item) to [my](playlist_owner) [women of the blues](playlist) playlist.	AddToPlaylist	False
Add an [artist](music_item) to [Jukebox Boogie Rhythm & Blues](playlist)	AddToPlaylist	False
add this [artist](music_item) to [my](playlist_owner) [Electronic Bliss](playlist) playlist	AddToPlaylist	False
I need to add to [my](playlist_owner) [Infinite Indie Folk](playlist) list the works of [Rahim Shah](artist)	AddToPlaylist	False
Add [martin barre](artist) to [my](playlist_owner) [punk unplugged](playlist) playlist.	AddToPlaylist	False
add [tierney sutton](artist) to [my](playlist_owner) [Novedades Viernes Sudamérica](playlist) playlist	AddToPlaylist	False
Add this [tune](music_item) to [dorthy's](playlist_owner) [80's party](playlist) playlist	AddToPlaylist	False
[A Very Cellular Song](entity_name) needs to be added to [my](playlist_owner) [masters of metal](playlist) playlist	AddToPlaylist	False
Add [Toyan](artist) to [my](playlist_owner) [Epic Gaming](playlist) playlist.	AddToPlaylist	False
Add the [song](music_item) to the [Mac 'N Cheese](playlist) playlist.	AddToPlaylist	False
add this [artist](music_item) to [my](playlist_owner) [spotlight on country 2016](playlist) playlist	AddToPlaylist	False
Add a [song](music_item) to [my](playlist_owner) playlist [madden nfl 16](playlist)	AddToPlaylist	False
Add [emilie autumn](artist) to [my](playlist_owner) [Nação Reggae](playlist) playlist.	AddToPlaylist	False
add [Farhad Darya](artist) songs in [virales de siempre](playlist)	AddToPlaylist	False
add a [song](music_item) in [my](playlist_owner) [All Out 60s](playlist)	AddToPlaylist	False
add [we have a theme song](entity_name) to [my](playlist_owner) [House Afterwork](playlist) playlist	AddToPlaylist	False
add the [song](music_item) to [my](playlist_owner) [We Everywhere](playlist) playlist	AddToPlaylist	False
Add [Roel van Velzen](artist) to [my](playlist_owner) [party of the century](playlist) playlist.	AddToPlaylist	False
Add the [artist](music_item) to the [political punks](playlist) playlist.	AddToPlaylist	False
Add the [album](music_item) to [my](playlist_owner) [Club Hits](playlist) playlist.	AddToPlaylist	False
Find [movie times](object_type) for [Landmark Theatres](location_name).	SearchScreeningEvent	True
What are the [movie times](object_type) for [Amco Entertainment](location_name)	SearchScreeningEvent	True
what [films](movie_type) are showing at [Bow Tie Cinemas](location_name)	SearchScreeningEvent	True
Show me the [movies](movie_type) [close by](spatial_relation)	SearchScreeningEvent	True
I want to see [The Da Vinci Code](movie_name)	SearchScreeningEvent	True
Show me [movie times](object_type) at the [Pacific Theatres](location_name) for [The Hot Rock](movie_name)	SearchScreeningEvent	True
Tell me the [closest](spatial_relation) [movie house](object_location_type) playing [Black Rage](movie_name)	SearchScreeningEvent	True
Is [My Own True Love](movie_name) playing	SearchScreeningEvent	True
What are the [movie schedules](object_type) for [Kerasotes Theatres](location_name)	SearchScreeningEvent	True
Check the movie timings for [Cracked Nuts](movie_name) at [Southern Theatres](location_name).	SearchScreeningEvent	True
Is it possible to see [Riddick](movie_name) at [Consolidated Theatres](location_name)	SearchScreeningEvent	True
What [films](movie_type) are playing at the [closest](spatial_relation) [movie house](object_location_type)	SearchScreeningEvent	True
Is [The Wash](movie_name) playing at the [cinema](object_location_type) [in one minute](timeRange)	SearchScreeningEvent	True
Give me the [movie schedule](object_type) for [The Loners](movie_name) at [MJR Theatres](location_name).	SearchScreeningEvent	True
Show the [times](object_type) for [animated movies](movie_type) in the [nearest](spatial_relation) [movie house](object_location_type)	SearchScreeningEvent	True
Find the [movie schedule](object_type) [close by](spatial_relation)	SearchScreeningEvent	True
What are them [movie times](object_type)	SearchScreeningEvent	True
Find the [schedule](object_type) for [A Kiss Before Dying](movie_name).	SearchScreeningEvent	True
Find the [schedule](object_type) for [animated movies](movie_type) [nearby](spatial_relation)	SearchScreeningEvent	True
When is [The Grip of Iron](movie_name) playing	SearchScreeningEvent	True
Give me [Pacific Theatres](location_name) [movie schedules](object_type)	SearchScreeningEvent	True
where is the [nearest](spatial_relation) [movie theatre](object_location_type) showing [movies](movie_type)	SearchScreeningEvent	True
What is the [7 A.M.](timeRange) [movie schedules](object_type) at [Amco Entertainment](location_name)	SearchScreeningEvent	True
Find the [movie times](object_type) at [National Amusements](location_name).	SearchScreeningEvent	True
I need the [films](movie_type) names that are playing in the [closest](spatial_relation) [movie house](object_location_type)	SearchScreeningEvent	True
What [AMC Theaters](location_name) is [The Red Dance](movie_name) playing at?	SearchScreeningEvent	True
Is [The Strange Case of the End of Civilization as We Know It](movie_name) playing at the [movie theatre](object_location_type)	SearchScreeningEvent	True
Is [AMC Theaters](location_name) showing [Crime on the Hill](movie_name)?	SearchScreeningEvent	True
Is [Worms Will Turn](movie_name) running at any movie hall?	SearchScreeningEvent	True
what day does the movie [Star of the Circus](movie_name) play at [ten PM](timeRange)	SearchScreeningEvent	True
Find the [schedule](object_type) for [Metallica Through the Never](movie_name).	SearchScreeningEvent	True
I need [movie times](object_type) at [United Paramount Theatres](location_name)	SearchScreeningEvent	True
Is [Mark of the Cop](movie_name) showing in the [closest](spatial_relation) [movie theatre](object_location_type)	SearchScreeningEvent	True
Check which [cinema](object_location_type) currently runs [When the Last Sword is Drawn](movie_name).	SearchScreeningEvent	True
When does[Fun 2shh: Dudes in the 10th Century](movie_name) start at the [closest](spatial_relation) [movie theatre](object_location_type).	SearchScreeningEvent	True
I would like to see a [movie](movie_type) at the [nearest](spatial_relation) [movie house](object_location_type).	SearchScreeningEvent	True
Find the [movie schedule](object_type).	SearchScreeningEvent	True
when is [Interview: The Documentary](movie_name) playing in [Loews Cineplex](location_name)	SearchScreeningEvent	True
I want to see [Death Carries a Cane](movie_name) at the [closest](spatial_relation) [movie theatre](object_location_type), what [times](object_type) will it be showing?	SearchScreeningEvent	True
I need [movie schedules](object_type)	SearchScreeningEvent	True
Find the [movies](movie_type) at the [nearest](spatial_relation) [cinema](object_location_type).	SearchScreeningEvent	True
Is [The Country Doctor](movie_name) on the [schedule](object_type) at any theater near me?	SearchScreeningEvent	True
where is [No Sleep til Shanghai](movie_name) showing in [three hours from now](timeRange)	SearchScreeningEvent	True
Are any [films](movie_type) play at the [Santikos Theatres](location_name)	SearchScreeningEvent	True
What is showing at [twelve P.M.](timeRange) in the [closest](spatial_relation) [movie house](object_location_type)	SearchScreeningEvent	True
Find the [movie times](object_type) at [Bow Tie Cinemas](location_name).	SearchScreeningEvent	True
Find the [closest](spatial_relation) [movie theatre](object_location_type) with [animated movies](movie_type) [in 21 hours](timeRange)	SearchScreeningEvent	True
Is [Winged Victory](movie_name) showing anywhere [in one minute](timeRange)?	SearchScreeningEvent	True
show me the [schedule](object_type) of movie [Thirty Two Short Films About Glenn Gould](movie_name) [in 14 minutes](timeRange)	SearchScreeningEvent	True
When is [Painless Love](movie_name) playing in the [Neighborhood Cinema Group](location_name)	SearchScreeningEvent	True
Give me the [movie schedule](object_type) for [Cineplex Odeon Corporation](location_name)	SearchScreeningEvent	True
When is [Brick](movie_name) showing	SearchScreeningEvent	True
Where will [The Blonde from Peking](movie_name) be playing	SearchScreeningEvent	True
Is there any way to see [Tailspin Tommy in the Great Air Mystery](movie_name)	SearchScreeningEvent	True
Find the [schedule](object_type) at [Southern Theatres](location_name).	SearchScreeningEvent	True
What [movies](movie_type) are playing at [Loews Cineplex](location_name)?	SearchScreeningEvent	True
I want to find out when [Midnight Club](movie_name) is playing	SearchScreeningEvent	True
Can I get the [movie schedule](object_type) for [Douglas Theatre Company](location_name)	SearchScreeningEvent	True
what [movies](movie_type) are playing at [Warren Theatres](location_name)	SearchScreeningEvent	True
Find the [movie schedules](object_type) for [Cobb Theatres](location_name).	SearchScreeningEvent	True
Will you show me the [movies](movie_type) playing [around here](spatial_relation)?	SearchScreeningEvent	True
[Circle of Iron](movie_name) in the closet [cinema](object_location_type)	SearchScreeningEvent	True
Find [animated movies](movie_type) [in the neighborhood](spatial_relation).	SearchScreeningEvent	True
Is [Storm Warning](movie_name) playing	SearchScreeningEvent	True
Are there any [animated movies](movie_type) playing at the [closest](spatial_relation) [cinema](object_location_type)?	SearchScreeningEvent	True
What is the [movie schedule](object_type) for [Marcus Corporation](location_name)	SearchScreeningEvent	True
What [movies](movie_type) are playing at the [closest](spatial_relation) [movie theatre](object_location_type)	SearchScreeningEvent	True
when is [The Statue](movie_name) showing 	SearchScreeningEvent	True
Is [The Love Guru](movie_name) playing 	SearchScreeningEvent	True
when is [Letters from a Porcupine](movie_name) showing at [Alamo Drafthouse Cinema](location_name)	SearchScreeningEvent	True
What [times](object_type) will [Escape from Hong Kong](movie_name) be showing?	SearchScreeningEvent	True
I want to see [The Happy Thieves](movie_name) at [Marcus Corporation](location_name), can you show me [movie times](object_type)	SearchScreeningEvent	True
Are there any [movies](movie_type) playing at [5 am](timeRange) at [North American Cinemas](location_name)?	SearchScreeningEvent	True
Find the [schedule](object_type) for [Stacey](movie_name).	SearchScreeningEvent	True
When is [The Tale of the Fox](movie_name) playing near me	SearchScreeningEvent	True
What [films](movie_type) are showing at [Magic Johnson Theatres](location_name).	SearchScreeningEvent	True
Can I get the [movie schedule](object_type) for [ArcLight Hollywood](location_name)	SearchScreeningEvent	True
Give me [movie times](object_type)	SearchScreeningEvent	True
What are the [animated movies](movie_type) playing [nearby](spatial_relation)	SearchScreeningEvent	True
What [movies](movie_type) are at [Caribbean Cinemas](location_name)	SearchScreeningEvent	True
Is [Sheikh Chilli](movie_name) playing	SearchScreeningEvent	True
What is the [nearest](spatial_relation) [movie theatre](object_location_type) showing [Ocean’s 13](movie_name)?	SearchScreeningEvent	True
Find the [schedule](object_type) for [The Voice in the Fog](movie_name) at [night](timeRange) at the [closest](spatial_relation) [movie house](object_location_type).	SearchScreeningEvent	True
Check [movie schedules](object_type) and find which [animated movies](movie_type) are being aired [in the neighborhood](spatial_relation)	SearchScreeningEvent	True
where can i watch [animated movies](movie_type) [around here](spatial_relation)	SearchScreeningEvent	True
Show me the [movie times](object_type) 	SearchScreeningEvent	True
Is [Millions in the Air](movie_name) playing at the [cinema](object_location_type)	SearchScreeningEvent	True
Is [Love, Marilyn](movie_name) playing	SearchScreeningEvent	True
What [times](object_type) is [7 Faces of Dr. Lao](movie_name) showing at [United Paramount Theatres](location_name)	SearchScreeningEvent	True
 Give me the list of [films](movie_type) showing at [night](timeRange) at [Great Escape Theatres](location_name).	SearchScreeningEvent	True
When is [Balkan Rhapsodies: 78 Measures of War](movie_name) playing at [Malco Theatres](location_name)?	SearchScreeningEvent	True
show me the [schedule](object_type) of [The Loves of Letty](movie_name) in the [closest](spatial_relation) [cinema](object_location_type)	SearchScreeningEvent	True
Can I see [The Cup Winner](movie_name) at the [closest](spatial_relation) [movie house](object_location_type)	SearchScreeningEvent	True
when can I see [Dead Snow](movie_name)	SearchScreeningEvent	True
Where can i see [Love Me Tonight](movie_name)	SearchScreeningEvent	True
show me the list of [films](movie_type) in [Cobb Theatres](location_name)	SearchScreeningEvent	True
I want to see [King of the River](movie_name) in the [nearest](spatial_relation) [movie theatre](object_location_type)	SearchScreeningEvent	True
At what [times](object_type) will [animated movies](movie_type) be showing [nearby](spatial_relation)?	SearchScreeningEvent	True
show me the [schedule](object_type) of movie [Shadow of a Woman](movie_name)	SearchScreeningEvent	True
What are the [movie schedules](object_type) [in the neighborhood](spatial_relation)	SearchScreeningEvent	True
show me the [movie times](object_type) [in the neighbourhood](spatial_relation)	SearchScreeningEvent	True
I need to know when [Sensation in Morgan’s Creek](movie_name) is playing	SearchScreeningEvent	True
Give me the [schedule](object_type) for [animated movies](movie_type) at the [nearest](spatial_relation) [cinema](object_location_type)	SearchScreeningEvent	True
What [movies](movie_type) are showing [close by](spatial_relation)	SearchScreeningEvent	True
Is it possible to see [Seed of Chucky](movie_name)	SearchScreeningEvent	True
When is [The Creators](movie_name) showing	SearchScreeningEvent	True
Is [The Kiss](movie_name) playing	SearchScreeningEvent	True
Find the [movie times](object_type).	SearchScreeningEvent	True
Can I see the [movie times](object_type) for the [Great Escape Theatres](location_name)	SearchScreeningEvent	True
are there any [movies](movie_type) playing [around here](spatial_relation)	SearchScreeningEvent	True
List all the [movies](movie_type) playing [in the area](spatial_relation) [now](timeRange).	SearchScreeningEvent	True
Find the [schedule](object_type) for [Precautions Against Fanatics](movie_name) at [Star Theatres](location_name).	SearchScreeningEvent	True
I want to see [Idols of Clay](movie_name) at my [movie house](object_location_type).	SearchScreeningEvent	True
Is [Prophecy](movie_name) playing at [Malco Theatres](location_name)	SearchScreeningEvent	True
Find the [schedule](object_type) for [Evening Clothes](movie_name) [in 1 second](timeRange).	SearchScreeningEvent	True
Find the [schedule](object_type) for [The Solitude of Prime Numbers](movie_name) at the [nearest](spatial_relation) [cinema](object_location_type) [in 1 hour](timeRange) .	SearchScreeningEvent	True
When can I see [I Am Sorry](movie_name) at my [movie house](object_location_type)	SearchScreeningEvent	True
Show me when and where I can see [Song of Summer](movie_name)	SearchScreeningEvent	True
show me the [movie schedule](object_type) at the [closest](spatial_relation) [cinema](object_location_type)	SearchScreeningEvent	True
Can I get a [movie schedule](object_type)	SearchScreeningEvent	True
Find the [schedule](object_type) for [animated movies](movie_type) [in the neighbourhood](spatial_relation).	SearchScreeningEvent	True
I want to see [Sympathy for the Devil](movie_name)	SearchScreeningEvent	True
show the [schedule](object_type) of [Unborn but Forgotten](movie_name)	SearchScreeningEvent	True
Is [Unsettled Land](movie_name) playing at the [movie theatre](object_location_type)	SearchScreeningEvent	True
When is [The Devil with Hitler](movie_name) playing in [Bow Tie Cinemas](location_name)	SearchScreeningEvent	True
Tell me what [movies](movie_type) are showing at [seven am](timeRange) at the [closest](spatial_relation) [movie house](object_location_type).	SearchScreeningEvent	True
Find [movie schedules](object_type) [nearby](spatial_relation).	SearchScreeningEvent	True
Find the [schedule](object_type) for [Death Valley Manhunt](movie_name).	SearchScreeningEvent	True
Find [animated movies](movie_type) showing [close by](spatial_relation).	SearchScreeningEvent	True
Is [A Man, a Woman, and a Bank](movie_name) showing in the [nearest](spatial_relation) [Neighborhood Cinema Group](location_name)	SearchScreeningEvent	True
Find the list of [movies](movie_type) showing [close by](spatial_relation)	SearchScreeningEvent	True
Are there any [films](movie_type) [around here](spatial_relation)	SearchScreeningEvent	True
Is [Rented Lips](movie_name) playing at the [nearest](spatial_relation) [cinema](object_location_type)	SearchScreeningEvent	True
Find the [schedule](object_type) for [Heart Beats](movie_name).	SearchScreeningEvent	True
Find the [movies](movie_type) at [Malco Theatres](location_name).	SearchScreeningEvent	True
Is [A Closed Book](movie_name) playing at [United Paramount Theatres](location_name)	SearchScreeningEvent	True
what are the [movie times](object_type) for [IMAX Corporation](location_name)	SearchScreeningEvent	True
What [animated movies](movie_type) are playing at the [closest](spatial_relation) [cinema](object_location_type)?	SearchScreeningEvent	True
When can I see [Ghost World](movie_name)	SearchScreeningEvent	True
What [movie theatre](object_location_type) is palying [The Hurricane](movie_name) [five hours from now](timeRange)	SearchScreeningEvent	True
Find the [movie schedule](object_type) at [B&B Theatres](location_name).	SearchScreeningEvent	True
Show me [movie schedules](object_type)	SearchScreeningEvent	True
Is [American Dreamer](movie_name) playing at [Pacific Theatres](location_name)	SearchScreeningEvent	True
I want to see [Vanishing of the Bees](movie_name) at a [movie house](object_location_type).	SearchScreeningEvent	True
Give me the list of [animated movies](movie_type) playing at the [closest](spatial_relation) [movie house](object_location_type)	SearchScreeningEvent	True
What are the timings for [Starship Troopers 2](movie_name)?	SearchScreeningEvent	True
When will [So Happy Together](movie_name) begin playing?	SearchScreeningEvent	True
 is it possible to see [Corn](movie_name) at [eleven A.M.](timeRange) at [Loews Cineplex Entertainment](location_name)	SearchScreeningEvent	True
Is [Short of Love](movie_name) playing 	SearchScreeningEvent	True
"When is [For One Night](movie_name) playing at [Loews Cineplex Entertainment](location_name)?
"	SearchScreeningEvent	True
Is [The Little Irish Girl](movie_name) playing	SearchScreeningEvent	True
What [film](movie_type) is playing [nearby](spatial_relation)	SearchScreeningEvent	True
Can I see [Love in the Time of Cholera](movie_name) in the [nearest](spatial_relation) [movie house](object_location_type)	SearchScreeningEvent	True
What are the [movie schedules](object_type) [in the neighbourhood](spatial_relation)	SearchScreeningEvent	True
what's the [movie schedule](object_type) at [National Amusements](location_name)	SearchScreeningEvent	True
I'd like to go to [Douglas Theatre Company](location_name) to see [In Beaver Valley](movie_name), what [times](object_type) will this be playing?	SearchScreeningEvent	True
what [films](movie_type) are showing at [United Paramount Theatres](location_name)	SearchScreeningEvent	True
show me the [movie times](object_type) in [Dipson Theatres](location_name)	SearchScreeningEvent	True
Show me [movie schedule](object_type) at [Cobb Theatres](location_name)	SearchScreeningEvent	True
What [animated movies](movie_type) are showing [nearby](spatial_relation)	SearchScreeningEvent	True
Shoe the movie showings for the [closest](spatial_relation) [cinema](object_location_type) showing international [movies](movie_type)	SearchScreeningEvent	True
What's the [movie schedule](object_type) at [sunrise](timeRange) for [ArcLight Hollywood](location_name)	SearchScreeningEvent	True
I need the movie [Kids in Love](movie_name) at the [movie house](object_location_type)	SearchScreeningEvent	True
Is [The Butcher Boy](movie_name) playing anywhere at [supper](timeRange) time?	SearchScreeningEvent	True
Can I see [An Innocent Affair](movie_name) at the [nearest](spatial_relation) [movie house](object_location_type).	SearchScreeningEvent	True
Show me the [movie times](object_type) for [animated movies](movie_type) that are in [theaters](location_name) [close by](spatial_relation)	SearchScreeningEvent	True
Find the [movie schedule](object_type) for [animated movies](movie_type) [in the neighborhood](spatial_relation).	SearchScreeningEvent	True
When and where can I see [A Film with Me in It](movie_name)	SearchScreeningEvent	True
I need a list of places [in the area](spatial_relation) where I can see [animated movies](movie_type) [in six minutes](timeRange) 	SearchScreeningEvent	True
Can I see [Standing on the Edge of the Noise](movie_name) in the [nearest](spatial_relation) [cinema](object_location_type)	SearchScreeningEvent	True
I want to see [Michel Strogoff](movie_name)	SearchScreeningEvent	True
I want to see [The Devil Diamond](movie_name) at a [movie theatre](object_location_type).	SearchScreeningEvent	True
Is [Chronicle of My Mother](movie_name) showing at the [nearest](spatial_relation) [cinema](object_location_type) [in 1 minute and 8 seconds](timeRange).	SearchScreeningEvent	True
Find the [schedule](object_type) for [Salt of the Black Earth](movie_name) at the [closest](spatial_relation) [movie house](object_location_type).	SearchScreeningEvent	True
What are the [movie times](object_type) at [Alamo Drafthouse Cinema](location_name)	SearchScreeningEvent	True
I need the [movie schedules](object_type) for [Century Theatres](location_name)	SearchScreeningEvent	True
I need [movie times](object_type) [in the area](spatial_relation) for any type of [movies](movie_type)	SearchScreeningEvent	True
Find the [films](movie_type) at [ArcLight Hollywood](location_name).	SearchScreeningEvent	True
Show me the new showings for [animated movies](movie_type) [in the neighborhood](spatial_relation)	SearchScreeningEvent	True
what theater is showing [Trouble in Paradise](movie_name) at [00:45 am](timeRange)	SearchScreeningEvent	True
Give me the [movie schedules](object_type) at [Plitt Theatres](location_name)	SearchScreeningEvent	True
What are the [movie times](object_type) [in the neighbourhood](spatial_relation)	SearchScreeningEvent	True
Show me [animated movies](movie_type) that are playig at [Great Escape Theatres](location_name)	SearchScreeningEvent	True
Is there a showing of [A Matter of Degrees](movie_name) at [Harkins Theatres](location_name)	SearchScreeningEvent	True
i want to see some [movies](movie_type) in a [B&B Theatres](location_name)	SearchScreeningEvent	True
What [movies](movie_type) are showing at [Plitt Theatres](location_name).	SearchScreeningEvent	True
I would like to see [The Heart of a Siren](movie_name) in my [movie house](object_location_type)	SearchScreeningEvent	True
Any showings for [animated movies](movie_type) at [Santikos Theatres](location_name).	SearchScreeningEvent	True
Find the [movie schedule](object_type) at [IMAX Corporation](location_name).	SearchScreeningEvent	True
I need a list for [Star Theatres](location_name) of [animated movies](movie_type)	SearchScreeningEvent	True
Can i get the [times](object_type) for [afternoon](timeRange) showings in the [nearest](spatial_relation) [cinema](object_location_type) for [In the Secret Service](movie_name)	SearchScreeningEvent	True
When is [Robotix](movie_name) playing?	SearchScreeningEvent	True
Find me [animated movies](movie_type) at [Amco Entertainment](location_name) tomorrow	SearchScreeningEvent	True
what [movies](movie_type) are playing [nearby](spatial_relation)	SearchScreeningEvent	True
Is [Fast and Loose](movie_name) playing	SearchScreeningEvent	True
Find the [movie schedule](object_type) for [B&B Theatres](location_name).	SearchScreeningEvent	True
what are the [movie times](object_type) for [animated movies](movie_type) [close by](spatial_relation)	SearchScreeningEvent	True
SHow me the [nearest](spatial_relation) [movie house](object_location_type) showing [Moron 5 and the Crying Lady](movie_name)	SearchScreeningEvent	True
Give me the list of [animated movies](movie_type) showing [tonight](timeRange) at [United Paramount Theatres](location_name)	SearchScreeningEvent	True
Show me the [movie schedule](object_type) for [Whore II](movie_name).	SearchScreeningEvent	True
What [films](movie_type) are playing [in the neighborhood](spatial_relation)	SearchScreeningEvent	True
I want to see [Train](movie_name)	SearchScreeningEvent	True
Is [Fighting With Buffalo Bill](movie_name) playing at the [closest](spatial_relation) [movie house](object_location_type)	SearchScreeningEvent	True
Can I see [Central Airport](movie_name) at the [closest](spatial_relation) [movie theatre](object_location_type)	SearchScreeningEvent	True
List the [movie schedule](object_type) for [Regal Entertainment Group](location_name) theater.	SearchScreeningEvent	True
Is [Agents of Secret Stuff](movie_name) playing at [North American Cinemas](location_name)	SearchScreeningEvent	True
What are the [8 P.M.](timeRange) [movie schedules](object_type)	SearchScreeningEvent	True
I want to see an [animated movie](movie_type) [in the neighbourhood](spatial_relation)	SearchScreeningEvent	True
Recite the [movie schedule](object_type).	SearchScreeningEvent	True
Can I see [William Comes to Town](movie_name) at [KB Theatres](location_name)	SearchScreeningEvent	True
show the [movie times](object_type)	SearchScreeningEvent	True
Find the [schedule](object_type) for [Success](movie_name).	SearchScreeningEvent	True
Show me the [movies](movie_type) at the [Megaplex Theatres](location_name).	SearchScreeningEvent	True
I want to see the [movie schedule](object_type) for [North American Cinemas](location_name)	SearchScreeningEvent	True
Is the [films](movie_type) [19 hours from now](timeRange) playing at [Landmark Theatres](location_name)	SearchScreeningEvent	True
give me the [movie times](object_type)	SearchScreeningEvent	True
Give me the showing of [animated movies](movie_type) at [Speakeasy Theaters](location_name)	SearchScreeningEvent	True
What is the [schedule](object_type) at the [closest](spatial_relation) [movie theatre](object_location_type)?	SearchScreeningEvent	True
Find all the [films](movie_type) at the [closest](spatial_relation)[cinema](object_location_type) during [meal](timeRange) time.	SearchScreeningEvent	True
Is [The Mystical Adventures of Billy Owens](movie_name) playing at the [closest](spatial_relation) [movie house](object_location_type)	SearchScreeningEvent	True
Which [movies](movie_type) are currently playing at [Speakeasy Theaters](location_name)	SearchScreeningEvent	True
show the [movies](movie_type) at the [nearest](spatial_relation) [movie house](object_location_type)	SearchScreeningEvent	True
Can I get the [movie schedule](object_type)	SearchScreeningEvent	True
Tell me the [movie times](object_type) for [animated movies](movie_type) [in the neighborhood](spatial_relation).	SearchScreeningEvent	True
Tell me what [movies](movie_type) are at [AMC Theatres](location_name).	SearchScreeningEvent	True
Find me the [movie schedule](object_type) for [Great Escape Theatres](location_name)	SearchScreeningEvent	True
Gimme [movie times](object_type).	SearchScreeningEvent	True
What is the [movie schedule](object_type) at the [IMAX Corporation](location_name) [three minutes from now](timeRange)	SearchScreeningEvent	True
What are the [movie times](object_type) for [films](movie_type) [close by](spatial_relation)	SearchScreeningEvent	True
where's the [nearest](spatial_relation) [movie house](object_location_type) playing [No Trains No Planes](movie_name)	SearchScreeningEvent	True
I want to see [Teeny Little Super Guy](movie_name) at [Malco Theatres](location_name)	SearchScreeningEvent	True
Give me the [movie schedule](object_type) for [animated movies](movie_type) [in the neighbourhood](spatial_relation)	SearchScreeningEvent	True
I want to watch [Uproar in the Studio](movie_name) at the [nearest](spatial_relation) [cinema](object_location_type)	SearchScreeningEvent	True
When can I see [The Crew of the Dora](movie_name)	SearchScreeningEvent	True
List the [movie times](object_type) for recent [movies](movie_type) [in the area](spatial_relation).	SearchScreeningEvent	True
Is [Proudly She Marches](movie_name) playing anywhere?	SearchScreeningEvent	True
I need to know what [theatre](object_location_type) is playing [A Happy Coersion](movie_name)	SearchScreeningEvent	True
Can I see [Blood Orgy of the Leather Girls](movie_name) at a [movie house](object_location_type).	SearchScreeningEvent	True
Show me [movie times](object_type)	SearchScreeningEvent	True
Give me the [schedule](object_type) [now](timeRange) at the [nearest](spatial_relation) [movie house](object_location_type)	SearchScreeningEvent	True
Is [The Skull](movie_name) playing at [Loews Cineplex](location_name)	SearchScreeningEvent	True
Find the [schedule](object_type) for [102 Years in the Heart of Europe: A Portrait of Ernst Jünger](movie_name) at a [movie theatre](object_location_type).	SearchScreeningEvent	True
Find [animated movies](movie_type) playing [in the area](spatial_relation).	SearchScreeningEvent	True
I need a [movie schedule](object_type) for [animated movies](movie_type) [nearby](spatial_relation)	SearchScreeningEvent	True
Find the [schedule](object_type) for [Grand Canyon Trail](movie_name).	SearchScreeningEvent	True
show me the [movies](movie_type) in [Pacific Theatres](location_name)	SearchScreeningEvent	True
Whens the next showing of [The Game of Their Lives](movie_name)	SearchScreeningEvent	True
Give me the list of [films](movie_type) at [Santikos Theatres](location_name)	SearchScreeningEvent	True
Fine the [movie schedule](object_type).	SearchScreeningEvent	True
I want to see when [Box Head Revolution](movie_name) is playing at the [nearest](spatial_relation) [movie theatre](object_location_type)	SearchScreeningEvent	True
What [films](movie_type) are playing at the [nearest](spatial_relation) [movie theatre](object_location_type)	SearchScreeningEvent	True
Find the [schedule](object_type) for [The Tooth Will Out](movie_name) at [sunrise](timeRange).	SearchScreeningEvent	True
Find the [schedule](object_type) for [animated movie](movie_type) [in the neighborhood](spatial_relation) at [02:06:29 am](timeRange).	SearchScreeningEvent	True
Find the [movie schedule](object_type) [around here](spatial_relation).	SearchScreeningEvent	True
What is the [movie schedule](object_type)	SearchScreeningEvent	True
Is [Jappeloup](movie_name) showing at [Bow Tie Cinemas](location_name)	SearchScreeningEvent	True
What's the [movie schedule](object_type) for [B&B Theatres](location_name)?	SearchScreeningEvent	True
Show me the [schedule](object_type) in the [nearest](spatial_relation) [movie theatre](object_location_type) for [Invasion U.S.A.](movie_name).	SearchScreeningEvent	True
show me the [movie schedule](object_type) [in the area](spatial_relation) at [seven AM](timeRange) for [animated movies](movie_type)	SearchScreeningEvent	True
Give me [movie times](object_type) for [Regal Entertainment Group](location_name)	SearchScreeningEvent	True
Please check which [movies](movie_type) will be available at [eleven A.M.](timeRange) at [Santikos Theatres](location_name)?	SearchScreeningEvent	True
Where can I see [Getting There: Sweet 16 and Licensed to Drive](movie_name)	SearchScreeningEvent	True
Find the [schedule](object_type) for [The Kentuckians](movie_name).	SearchScreeningEvent	True
Find the [movie times](object_type).	SearchScreeningEvent	True
